,filename,genre,relative_dir_png,relative_dir_wav
0,jazz.00033.wav,pop,genres/pop/pop.00027.png,genres/pop/pop.00027.wav
1,jazz.00033.wav,pop,genres/pop/pop.00033.png,genres/pop/pop.00033.wav
2,jazz.00033.wav,pop,genres/pop/pop.00032.png,genres/pop/pop.00032.wav
3,jazz.00033.wav,pop,genres/pop/pop.00026.png,genres/pop/pop.00026.wav
4,jazz.00033.wav,pop,genres/pop/pop.00030.png,genres/pop/pop.00030.wav
5,jazz.00033.wav,pop,genres/pop/pop.00024.png,genres/pop/pop.00024.wav
6,jazz.00033.wav,pop,genres/pop/pop.00018.png,genres/pop/pop.00018.wav
7,jazz.00033.wav,pop,genres/pop/pop.00019.png,genres/pop/pop.00019.wav
8,jazz.00033.wav,pop,genres/pop/pop.00025.png,genres/pop/pop.00025.wav
9,jazz.00033.wav,pop,genres/pop/pop.00031.png,genres/pop/pop.00031.wav
10,jazz.00033.wav,pop,genres/pop/pop.00009.png,genres/pop/pop.00009.wav
11,jazz.00033.wav,pop,genres/pop/pop.00035.png,genres/pop/pop.00035.wav
12,jazz.00033.wav,pop,genres/pop/pop.00021.png,genres/pop/pop.00021.wav
13,jazz.00033.wav,pop,genres/pop/pop.00020.png,genres/pop/pop.00020.wav
14,jazz.00033.wav,pop,genres/pop/pop.00034.png,genres/pop/pop.00034.wav
15,jazz.00033.wav,pop,genres/pop/pop.00008.png,genres/pop/pop.00008.wav
16,jazz.00033.wav,pop,genres/pop/pop.00022.png,genres/pop/pop.00022.wav
17,jazz.00033.wav,pop,genres/pop/pop.00036.png,genres/pop/pop.00036.wav
18,jazz.00033.wav,pop,genres/pop/pop.00037.png,genres/pop/pop.00037.wav
19,jazz.00033.wav,pop,genres/pop/pop.00023.png,genres/pop/pop.00023.wav
20,jazz.00033.wav,pop,genres/pop/pop.00044.png,genres/pop/pop.00044.wav
21,jazz.00033.wav,pop,genres/pop/pop.00050.png,genres/pop/pop.00050.wav
22,jazz.00033.wav,pop,genres/pop/pop.00078.png,genres/pop/pop.00078.wav
23,jazz.00033.wav,pop,genres/pop/pop.00087.png,genres/pop/pop.00087.wav
24,jazz.00033.wav,pop,genres/pop/pop.00093.png,genres/pop/pop.00093.wav
25,jazz.00033.wav,pop,genres/pop/pop.00092.png,genres/pop/pop.00092.wav
26,jazz.00033.wav,pop,genres/pop/pop.00086.png,genres/pop/pop.00086.wav
27,jazz.00033.wav,pop,genres/pop/pop.00079.png,genres/pop/pop.00079.wav
28,jazz.00033.wav,pop,genres/pop/pop.00051.png,genres/pop/pop.00051.wav
29,jazz.00033.wav,pop,genres/pop/pop.00045.png,genres/pop/pop.00045.wav
30,jazz.00033.wav,pop,genres/pop/pop.00053.png,genres/pop/pop.00053.wav
31,jazz.00033.wav,pop,genres/pop/pop.00047.png,genres/pop/pop.00047.wav
32,jazz.00033.wav,pop,genres/pop/pop.00090.png,genres/pop/pop.00090.wav
33,jazz.00033.wav,pop,genres/pop/pop.00084.png,genres/pop/pop.00084.wav
34,jazz.00033.wav,pop,genres/pop/pop.00085.png,genres/pop/pop.00085.wav
35,jazz.00033.wav,pop,genres/pop/pop.00091.png,genres/pop/pop.00091.wav
36,jazz.00033.wav,pop,genres/pop/pop.00046.png,genres/pop/pop.00046.wav
37,jazz.00033.wav,pop,genres/pop/pop.00052.png,genres/pop/pop.00052.wav
38,jazz.00033.wav,pop,genres/pop/pop.00056.png,genres/pop/pop.00056.wav
39,jazz.00033.wav,pop,genres/pop/pop.00042.png,genres/pop/pop.00042.wav
40,jazz.00033.wav,pop,genres/pop/pop.00095.png,genres/pop/pop.00095.wav
41,jazz.00033.wav,pop,genres/pop/pop.00081.png,genres/pop/pop.00081.wav
42,jazz.00033.wav,pop,genres/pop/pop.00080.png,genres/pop/pop.00080.wav
43,jazz.00033.wav,pop,genres/pop/pop.00094.png,genres/pop/pop.00094.wav
44,jazz.00033.wav,pop,genres/pop/pop.00043.png,genres/pop/pop.00043.wav
45,jazz.00033.wav,pop,genres/pop/pop.00057.png,genres/pop/pop.00057.wav
46,jazz.00033.wav,pop,genres/pop/pop.00069.png,genres/pop/pop.00069.wav
47,jazz.00033.wav,pop,genres/pop/pop.00041.png,genres/pop/pop.00041.wav
48,jazz.00033.wav,pop,genres/pop/pop.00055.png,genres/pop/pop.00055.wav
49,jazz.00033.wav,pop,genres/pop/pop.00082.png,genres/pop/pop.00082.wav
50,jazz.00033.wav,pop,genres/pop/pop.00096.png,genres/pop/pop.00096.wav
51,jazz.00033.wav,pop,genres/pop/pop.00097.png,genres/pop/pop.00097.wav
52,jazz.00033.wav,pop,genres/pop/pop.00083.png,genres/pop/pop.00083.wav
53,jazz.00033.wav,pop,genres/pop/pop.00054.png,genres/pop/pop.00054.wav
54,jazz.00033.wav,pop,genres/pop/pop.00040.png,genres/pop/pop.00040.wav
55,jazz.00033.wav,pop,genres/pop/pop.00068.png,genres/pop/pop.00068.wav
56,jazz.00033.wav,pop,genres/pop/pop.00065.png,genres/pop/pop.00065.wav
57,jazz.00033.wav,pop,genres/pop/pop.00071.png,genres/pop/pop.00071.wav
58,jazz.00033.wav,pop,genres/pop/pop.00059.png,genres/pop/pop.00059.wav
59,jazz.00033.wav,pop,genres/pop/pop.00058.png,genres/pop/pop.00058.wav
60,jazz.00033.wav,pop,genres/pop/pop.00070.png,genres/pop/pop.00070.wav
61,jazz.00033.wav,pop,genres/pop/pop.00064.png,genres/pop/pop.00064.wav
62,jazz.00033.wav,pop,genres/pop/pop.00072.png,genres/pop/pop.00072.wav
63,jazz.00033.wav,pop,genres/pop/pop.00066.png,genres/pop/pop.00066.wav
64,jazz.00033.wav,pop,genres/pop/pop.00099.png,genres/pop/pop.00099.wav
65,jazz.00033.wav,pop,genres/pop/pop.00098.png,genres/pop/pop.00098.wav
66,jazz.00033.wav,pop,genres/pop/pop.00067.png,genres/pop/pop.00067.wav
67,jazz.00033.wav,pop,genres/pop/pop.00073.png,genres/pop/pop.00073.wav
68,jazz.00033.wav,pop,genres/pop/pop.00077.png,genres/pop/pop.00077.wav
69,jazz.00033.wav,pop,genres/pop/pop.00063.png,genres/pop/pop.00063.wav
70,jazz.00033.wav,pop,genres/pop/pop.00088.png,genres/pop/pop.00088.wav
71,jazz.00033.wav,pop,genres/pop/pop.00089.png,genres/pop/pop.00089.wav
72,jazz.00033.wav,pop,genres/pop/pop.00062.png,genres/pop/pop.00062.wav
73,jazz.00033.wav,pop,genres/pop/pop.00076.png,genres/pop/pop.00076.wav
74,jazz.00033.wav,pop,genres/pop/pop.00048.png,genres/pop/pop.00048.wav
75,jazz.00033.wav,pop,genres/pop/pop.00060.png,genres/pop/pop.00060.wav
76,jazz.00033.wav,pop,genres/pop/pop.00074.png,genres/pop/pop.00074.wav
77,jazz.00033.wav,pop,genres/pop/pop.00075.png,genres/pop/pop.00075.wav
78,jazz.00033.wav,pop,genres/pop/pop.00061.png,genres/pop/pop.00061.wav
79,jazz.00033.wav,pop,genres/pop/pop.00049.png,genres/pop/pop.00049.wav
80,jazz.00033.wav,pop,genres/pop/pop.00006.png,genres/pop/pop.00006.wav
81,jazz.00033.wav,pop,genres/pop/pop.00012.png,genres/pop/pop.00012.wav
82,jazz.00033.wav,pop,genres/pop/pop.00013.png,genres/pop/pop.00013.wav
83,jazz.00033.wav,pop,genres/pop/pop.00007.png,genres/pop/pop.00007.wav
84,jazz.00033.wav,pop,genres/pop/pop.00011.png,genres/pop/pop.00011.wav
85,jazz.00033.wav,pop,genres/pop/pop.00005.png,genres/pop/pop.00005.wav
86,jazz.00033.wav,pop,genres/pop/pop.00039.png,genres/pop/pop.00039.wav
87,jazz.00033.wav,pop,genres/pop/pop.00038.png,genres/pop/pop.00038.wav
88,jazz.00033.wav,pop,genres/pop/pop.00004.png,genres/pop/pop.00004.wav
89,jazz.00033.wav,pop,genres/pop/pop.00010.png,genres/pop/pop.00010.wav
90,jazz.00033.wav,pop,genres/pop/pop.00028.png,genres/pop/pop.00028.wav
91,jazz.00033.wav,pop,genres/pop/pop.00014.png,genres/pop/pop.00014.wav
92,jazz.00033.wav,pop,genres/pop/pop.00000.png,genres/pop/pop.00000.wav
93,jazz.00033.wav,pop,genres/pop/pop.00001.png,genres/pop/pop.00001.wav
94,jazz.00033.wav,pop,genres/pop/pop.00015.png,genres/pop/pop.00015.wav
95,jazz.00033.wav,pop,genres/pop/pop.00029.png,genres/pop/pop.00029.wav
96,jazz.00033.wav,pop,genres/pop/pop.00003.png,genres/pop/pop.00003.wav
97,jazz.00033.wav,pop,genres/pop/pop.00017.png,genres/pop/pop.00017.wav
98,jazz.00033.wav,pop,genres/pop/pop.00016.png,genres/pop/pop.00016.wav
99,jazz.00033.wav,pop,genres/pop/pop.00002.png,genres/pop/pop.00002.wav
100,jazz.00033.wav,metal,genres/metal/metal.00022.png,genres/metal/metal.00022.wav
101,jazz.00033.wav,metal,genres/metal/metal.00036.png,genres/metal/metal.00036.wav
102,jazz.00033.wav,metal,genres/metal/metal.00037.png,genres/metal/metal.00037.wav
103,jazz.00033.wav,metal,genres/metal/metal.00023.png,genres/metal/metal.00023.wav
104,jazz.00033.wav,metal,genres/metal/metal.00009.png,genres/metal/metal.00009.wav
105,jazz.00033.wav,metal,genres/metal/metal.00035.png,genres/metal/metal.00035.wav
106,jazz.00033.wav,metal,genres/metal/metal.00021.png,genres/metal/metal.00021.wav
107,jazz.00033.wav,metal,genres/metal/metal.00020.png,genres/metal/metal.00020.wav
108,jazz.00033.wav,metal,genres/metal/metal.00034.png,genres/metal/metal.00034.wav
109,jazz.00033.wav,metal,genres/metal/metal.00008.png,genres/metal/metal.00008.wav
110,jazz.00033.wav,metal,genres/metal/metal.00030.png,genres/metal/metal.00030.wav
111,jazz.00033.wav,metal,genres/metal/metal.00024.png,genres/metal/metal.00024.wav
112,jazz.00033.wav,metal,genres/metal/metal.00018.png,genres/metal/metal.00018.wav
113,jazz.00033.wav,metal,genres/metal/metal.00019.png,genres/metal/metal.00019.wav
114,jazz.00033.wav,metal,genres/metal/metal.00025.png,genres/metal/metal.00025.wav
115,jazz.00033.wav,metal,genres/metal/metal.00031.png,genres/metal/metal.00031.wav
116,jazz.00033.wav,metal,genres/metal/metal.00027.png,genres/metal/metal.00027.wav
117,jazz.00033.wav,metal,genres/metal/metal.00033.png,genres/metal/metal.00033.wav
118,jazz.00033.wav,metal,genres/metal/metal.00032.png,genres/metal/metal.00032.wav
119,jazz.00033.wav,metal,genres/metal/metal.00026.png,genres/metal/metal.00026.wav
120,jazz.00033.wav,metal,genres/metal/metal.00082.png,genres/metal/metal.00082.wav
121,jazz.00033.wav,metal,genres/metal/metal.00096.png,genres/metal/metal.00096.wav
122,jazz.00033.wav,metal,genres/metal/metal.00069.png,genres/metal/metal.00069.wav
123,jazz.00033.wav,metal,genres/metal/metal.00041.png,genres/metal/metal.00041.wav
124,jazz.00033.wav,metal,genres/metal/metal.00055.png,genres/metal/metal.00055.wav
125,jazz.00033.wav,metal,genres/metal/metal.00054.png,genres/metal/metal.00054.wav
126,jazz.00033.wav,metal,genres/metal/metal.00040.png,genres/metal/metal.00040.wav
127,jazz.00033.wav,metal,genres/metal/metal.00068.png,genres/metal/metal.00068.wav
128,jazz.00033.wav,metal,genres/metal/metal.00097.png,genres/metal/metal.00097.wav
129,jazz.00033.wav,metal,genres/metal/metal.00083.png,genres/metal/metal.00083.wav
130,jazz.00033.wav,metal,genres/metal/metal.00095.png,genres/metal/metal.00095.wav
131,jazz.00033.wav,metal,genres/metal/metal.00081.png,genres/metal/metal.00081.wav
132,jazz.00033.wav,metal,genres/metal/metal.00056.png,genres/metal/metal.00056.wav
133,jazz.00033.wav,metal,genres/metal/metal.00042.png,genres/metal/metal.00042.wav
134,jazz.00033.wav,metal,genres/metal/metal.00043.png,genres/metal/metal.00043.wav
135,jazz.00033.wav,metal,genres/metal/metal.00057.png,genres/metal/metal.00057.wav
136,jazz.00033.wav,metal,genres/metal/metal.00080.png,genres/metal/metal.00080.wav
137,jazz.00033.wav,metal,genres/metal/metal.00094.png,genres/metal/metal.00094.wav
138,jazz.00033.wav,metal,genres/metal/metal.00090.png,genres/metal/metal.00090.wav
139,jazz.00033.wav,metal,genres/metal/metal.00084.png,genres/metal/metal.00084.wav
140,jazz.00033.wav,metal,genres/metal/metal.00053.png,genres/metal/metal.00053.wav
141,jazz.00033.wav,metal,genres/metal/metal.00047.png,genres/metal/metal.00047.wav
142,jazz.00033.wav,metal,genres/metal/metal.00046.png,genres/metal/metal.00046.wav
143,jazz.00033.wav,metal,genres/metal/metal.00052.png,genres/metal/metal.00052.wav
144,jazz.00033.wav,metal,genres/metal/metal.00085.png,genres/metal/metal.00085.wav
145,jazz.00033.wav,metal,genres/metal/metal.00091.png,genres/metal/metal.00091.wav
146,jazz.00033.wav,metal,genres/metal/metal.00087.png,genres/metal/metal.00087.wav
147,jazz.00033.wav,metal,genres/metal/metal.00093.png,genres/metal/metal.00093.wav
148,jazz.00033.wav,metal,genres/metal/metal.00044.png,genres/metal/metal.00044.wav
149,jazz.00033.wav,metal,genres/metal/metal.00050.png,genres/metal/metal.00050.wav
150,jazz.00033.wav,metal,genres/metal/metal.00078.png,genres/metal/metal.00078.wav
151,jazz.00033.wav,metal,genres/metal/metal.00079.png,genres/metal/metal.00079.wav
152,jazz.00033.wav,metal,genres/metal/metal.00051.png,genres/metal/metal.00051.wav
153,jazz.00033.wav,metal,genres/metal/metal.00045.png,genres/metal/metal.00045.wav
154,jazz.00033.wav,metal,genres/metal/metal.00092.png,genres/metal/metal.00092.wav
155,jazz.00033.wav,metal,genres/metal/metal.00086.png,genres/metal/metal.00086.wav
156,jazz.00033.wav,metal,genres/metal/metal.00048.png,genres/metal/metal.00048.wav
157,jazz.00033.wav,metal,genres/metal/metal.00060.png,genres/metal/metal.00060.wav
158,jazz.00033.wav,metal,genres/metal/metal.00074.png,genres/metal/metal.00074.wav
159,jazz.00033.wav,metal,genres/metal/metal.00075.png,genres/metal/metal.00075.wav
160,jazz.00033.wav,metal,genres/metal/metal.00061.png,genres/metal/metal.00061.wav
161,jazz.00033.wav,metal,genres/metal/metal.00049.png,genres/metal/metal.00049.wav
162,jazz.00033.wav,metal,genres/metal/metal.00088.png,genres/metal/metal.00088.wav
163,jazz.00033.wav,metal,genres/metal/metal.00077.png,genres/metal/metal.00077.wav
164,jazz.00033.wav,metal,genres/metal/metal.00063.png,genres/metal/metal.00063.wav
165,jazz.00033.wav,metal,genres/metal/metal.00062.png,genres/metal/metal.00062.wav
166,jazz.00033.wav,metal,genres/metal/metal.00076.png,genres/metal/metal.00076.wav
167,jazz.00033.wav,metal,genres/metal/metal.00089.png,genres/metal/metal.00089.wav
168,jazz.00033.wav,metal,genres/metal/metal.00099.png,genres/metal/metal.00099.wav
169,jazz.00033.wav,metal,genres/metal/metal.00072.png,genres/metal/metal.00072.wav
170,jazz.00033.wav,metal,genres/metal/metal.00066.png,genres/metal/metal.00066.wav
171,jazz.00033.wav,metal,genres/metal/metal.00067.png,genres/metal/metal.00067.wav
172,jazz.00033.wav,metal,genres/metal/metal.00073.png,genres/metal/metal.00073.wav
173,jazz.00033.wav,metal,genres/metal/metal.00098.png,genres/metal/metal.00098.wav
174,jazz.00033.wav,metal,genres/metal/metal.00065.png,genres/metal/metal.00065.wav
175,jazz.00033.wav,metal,genres/metal/metal.00071.png,genres/metal/metal.00071.wav
176,jazz.00033.wav,metal,genres/metal/metal.00059.png,genres/metal/metal.00059.wav
177,jazz.00033.wav,metal,genres/metal/metal.00058.png,genres/metal/metal.00058.wav
178,jazz.00033.wav,metal,genres/metal/metal.00070.png,genres/metal/metal.00070.wav
179,jazz.00033.wav,metal,genres/metal/metal.00064.png,genres/metal/metal.00064.wav
180,jazz.00033.wav,metal,genres/metal/metal.00003.png,genres/metal/metal.00003.wav
181,jazz.00033.wav,metal,genres/metal/metal.00017.png,genres/metal/metal.00017.wav
182,jazz.00033.wav,metal,genres/metal/metal.00016.png,genres/metal/metal.00016.wav
183,jazz.00033.wav,metal,genres/metal/metal.00002.png,genres/metal/metal.00002.wav
184,jazz.00033.wav,metal,genres/metal/metal.00028.png,genres/metal/metal.00028.wav
185,jazz.00033.wav,metal,genres/metal/metal.00014.png,genres/metal/metal.00014.wav
186,jazz.00033.wav,metal,genres/metal/metal.00000.png,genres/metal/metal.00000.wav
187,jazz.00033.wav,metal,genres/metal/metal.00001.png,genres/metal/metal.00001.wav
188,jazz.00033.wav,metal,genres/metal/metal.00015.png,genres/metal/metal.00015.wav
189,jazz.00033.wav,metal,genres/metal/metal.00029.png,genres/metal/metal.00029.wav
190,jazz.00033.wav,metal,genres/metal/metal.00011.png,genres/metal/metal.00011.wav
191,jazz.00033.wav,metal,genres/metal/metal.00005.png,genres/metal/metal.00005.wav
192,jazz.00033.wav,metal,genres/metal/metal.00039.png,genres/metal/metal.00039.wav
193,jazz.00033.wav,metal,genres/metal/metal.00038.png,genres/metal/metal.00038.wav
194,jazz.00033.wav,metal,genres/metal/metal.00004.png,genres/metal/metal.00004.wav
195,jazz.00033.wav,metal,genres/metal/metal.00010.png,genres/metal/metal.00010.wav
196,jazz.00033.wav,metal,genres/metal/metal.00006.png,genres/metal/metal.00006.wav
197,jazz.00033.wav,metal,genres/metal/metal.00012.png,genres/metal/metal.00012.wav
198,jazz.00033.wav,metal,genres/metal/metal.00013.png,genres/metal/metal.00013.wav
199,jazz.00033.wav,metal,genres/metal/metal.00007.png,genres/metal/metal.00007.wav
200,jazz.00033.wav,disco,genres/disco/disco.00052.png,genres/disco/disco.00052.wav
201,jazz.00033.wav,disco,genres/disco/disco.00046.png,genres/disco/disco.00046.wav
202,jazz.00033.wav,disco,genres/disco/disco.00091.png,genres/disco/disco.00091.wav
203,jazz.00033.wav,disco,genres/disco/disco.00085.png,genres/disco/disco.00085.wav
204,jazz.00033.wav,disco,genres/disco/disco.00084.png,genres/disco/disco.00084.wav
205,jazz.00033.wav,disco,genres/disco/disco.00090.png,genres/disco/disco.00090.wav
206,jazz.00033.wav,disco,genres/disco/disco.00047.png,genres/disco/disco.00047.wav
207,jazz.00033.wav,disco,genres/disco/disco.00053.png,genres/disco/disco.00053.wav
208,jazz.00033.wav,disco,genres/disco/disco.00045.png,genres/disco/disco.00045.wav
209,jazz.00033.wav,disco,genres/disco/disco.00051.png,genres/disco/disco.00051.wav
210,jazz.00033.wav,disco,genres/disco/disco.00079.png,genres/disco/disco.00079.wav
211,jazz.00033.wav,disco,genres/disco/disco.00086.png,genres/disco/disco.00086.wav
212,jazz.00033.wav,disco,genres/disco/disco.00092.png,genres/disco/disco.00092.wav
213,jazz.00033.wav,disco,genres/disco/disco.00093.png,genres/disco/disco.00093.wav
214,jazz.00033.wav,disco,genres/disco/disco.00087.png,genres/disco/disco.00087.wav
215,jazz.00033.wav,disco,genres/disco/disco.00078.png,genres/disco/disco.00078.wav
216,jazz.00033.wav,disco,genres/disco/disco.00050.png,genres/disco/disco.00050.wav
217,jazz.00033.wav,disco,genres/disco/disco.00044.png,genres/disco/disco.00044.wav
218,jazz.00033.wav,disco,genres/disco/disco.00068.png,genres/disco/disco.00068.wav
219,jazz.00033.wav,disco,genres/disco/disco.00040.png,genres/disco/disco.00040.wav
220,jazz.00033.wav,disco,genres/disco/disco.00054.png,genres/disco/disco.00054.wav
221,jazz.00033.wav,disco,genres/disco/disco.00083.png,genres/disco/disco.00083.wav
222,jazz.00033.wav,disco,genres/disco/disco.00097.png,genres/disco/disco.00097.wav
223,jazz.00033.wav,disco,genres/disco/disco.00096.png,genres/disco/disco.00096.wav
224,jazz.00033.wav,disco,genres/disco/disco.00082.png,genres/disco/disco.00082.wav
225,jazz.00033.wav,disco,genres/disco/disco.00055.png,genres/disco/disco.00055.wav
226,jazz.00033.wav,disco,genres/disco/disco.00041.png,genres/disco/disco.00041.wav
227,jazz.00033.wav,disco,genres/disco/disco.00069.png,genres/disco/disco.00069.wav
228,jazz.00033.wav,disco,genres/disco/disco.00057.png,genres/disco/disco.00057.wav
229,jazz.00033.wav,disco,genres/disco/disco.00043.png,genres/disco/disco.00043.wav
230,jazz.00033.wav,disco,genres/disco/disco.00094.png,genres/disco/disco.00094.wav
231,jazz.00033.wav,disco,genres/disco/disco.00080.png,genres/disco/disco.00080.wav
232,jazz.00033.wav,disco,genres/disco/disco.00081.png,genres/disco/disco.00081.wav
233,jazz.00033.wav,disco,genres/disco/disco.00095.png,genres/disco/disco.00095.wav
234,jazz.00033.wav,disco,genres/disco/disco.00042.png,genres/disco/disco.00042.wav
235,jazz.00033.wav,disco,genres/disco/disco.00056.png,genres/disco/disco.00056.wav
236,jazz.00033.wav,disco,genres/disco/disco.00031.png,genres/disco/disco.00031.wav
237,jazz.00033.wav,disco,genres/disco/disco.00025.png,genres/disco/disco.00025.wav
238,jazz.00033.wav,disco,genres/disco/disco.00019.png,genres/disco/disco.00019.wav
239,jazz.00033.wav,disco,genres/disco/disco.00018.png,genres/disco/disco.00018.wav
240,jazz.00033.wav,disco,genres/disco/disco.00024.png,genres/disco/disco.00024.wav
241,jazz.00033.wav,disco,genres/disco/disco.00030.png,genres/disco/disco.00030.wav
242,jazz.00033.wav,disco,genres/disco/disco.00026.png,genres/disco/disco.00026.wav
243,jazz.00033.wav,disco,genres/disco/disco.00032.png,genres/disco/disco.00032.wav
244,jazz.00033.wav,disco,genres/disco/disco.00033.png,genres/disco/disco.00033.wav
245,jazz.00033.wav,disco,genres/disco/disco.00027.png,genres/disco/disco.00027.wav
246,jazz.00033.wav,disco,genres/disco/disco.00023.png,genres/disco/disco.00023.wav
247,jazz.00033.wav,disco,genres/disco/disco.00037.png,genres/disco/disco.00037.wav
248,jazz.00033.wav,disco,genres/disco/disco.00036.png,genres/disco/disco.00036.wav
249,jazz.00033.wav,disco,genres/disco/disco.00022.png,genres/disco/disco.00022.wav
250,jazz.00033.wav,disco,genres/disco/disco.00008.png,genres/disco/disco.00008.wav
251,jazz.00033.wav,disco,genres/disco/disco.00034.png,genres/disco/disco.00034.wav
252,jazz.00033.wav,disco,genres/disco/disco.00020.png,genres/disco/disco.00020.wav
253,jazz.00033.wav,disco,genres/disco/disco.00021.png,genres/disco/disco.00021.wav
254,jazz.00033.wav,disco,genres/disco/disco.00035.png,genres/disco/disco.00035.wav
255,jazz.00033.wav,disco,genres/disco/disco.00009.png,genres/disco/disco.00009.wav
256,jazz.00033.wav,disco,genres/disco/disco.00010.png,genres/disco/disco.00010.wav
257,jazz.00033.wav,disco,genres/disco/disco.00004.png,genres/disco/disco.00004.wav
258,jazz.00033.wav,disco,genres/disco/disco.00038.png,genres/disco/disco.00038.wav
259,jazz.00033.wav,disco,genres/disco/disco.00039.png,genres/disco/disco.00039.wav
260,jazz.00033.wav,disco,genres/disco/disco.00005.png,genres/disco/disco.00005.wav
261,jazz.00033.wav,disco,genres/disco/disco.00011.png,genres/disco/disco.00011.wav
262,jazz.00033.wav,disco,genres/disco/disco.00007.png,genres/disco/disco.00007.wav
263,jazz.00033.wav,disco,genres/disco/disco.00013.png,genres/disco/disco.00013.wav
264,jazz.00033.wav,disco,genres/disco/disco.00012.png,genres/disco/disco.00012.wav
265,jazz.00033.wav,disco,genres/disco/disco.00006.png,genres/disco/disco.00006.wav
266,jazz.00033.wav,disco,genres/disco/disco.00002.png,genres/disco/disco.00002.wav
267,jazz.00033.wav,disco,genres/disco/disco.00016.png,genres/disco/disco.00016.wav
